ID,DATE,PEAK_CURRENT,CHI_SQUARED,NUMBER_OF_SENSORS,HIT_GROUND,DISCHARGES,LAND_COVER,REL_HUMIDITY,AVG_REL_HUMIDITY_1_DAY,AVG_REL_HUMIDITY_3_DAY,AVG_REL_HUMIDITY_5_DAY,AVG_REL_HUMIDITY_10_DAY,AVG_REL_HUMIDITY_15_DAY,TEMPERATURE,AVG_TEMPERATURE_1_DAY,AVG_TEMPERATURE_3_DAY,AVG_TEMPERATURE_5_DAY,AVG_TEMPERATURE_10_DAY,AVG_TEMPERATURE_15_DAY,RAIN,SUM_RAIN_1_DAY,SUM_RAIN_3_DAY,SUM_RAIN_5_DAY,SUM_RAIN_10_DAY,SUM_RAIN_15_DAY,SOLAR_IRRADIANCE,SUM_SOLAR_IRRADIANCE_1_DAY,SUM_SOLAR_IRRADIANCE_3_DAY,SUM_SOLAR_IRRADIANCE_5_DAY,SUM_SOLAR_IRRADIANCE_10_DAY,SUM_SOLAR_IRRADIANCE_15_DAY,WIND,SUM_WIND_1_DAY,SUM_WIND_3_DAY,SUM_WIND_5_DAY,SUM_WIND_10_DAY,SUM_WIND_15_DAY
3565052,2014-12-15T06:05:27.870777Z,62.863,0.2,4,True,2,221,93.0,79.89583333333333,84.10416666666667,74.02916666666667,61.58958333333333,65.01388888888889,9.9,11.395833333333334,8.509722222222223,9.047916666666667,8.828958333333327,9.564027777777794,1.7,10.299999999999999,10.299999999999999,10.299999999999999,10.299999999999999,45.50000000000002,,,,,,,,,,,,
3563669,2014-12-15T00:28:18.343808Z,10.0455,1.0,3,True,2,114,93.0,88.625,87.24305555555556,73.31666666666666,62.110416666666666,64.14583333333333,10.1,12.131250000000001,9.575694444444444,10.729583333333336,10.689583333333335,11.14125,10.6,13.8,14.0,14.0,14.0,53.900000000000034,0.0,1830.0,9657.0,20199.0,45720.0,58594.0,,,,,,
3564046,2014-12-15T02:55:27.526312Z,-4.958,1.1,2,True,2,221,83.0,81.04166666666667,83.5,72.375,61.229166666666664,65.04583333333333,10.6,10.522916666666669,8.280555555555555,8.935833333333333,8.78958333333333,9.608472222222236,6.5,7.0,7.0,7.0,7.0,42.20000000000002,,,,,,,,,,,,
3563634,2014-12-15T00:18:53.372070Z,-11.4885,0.9,3,True,1,114,94.0,90.72916666666667,82.11111111111111,69.57083333333334,59.44166666666667,64.0875,10.0,11.06875,9.602777777777781,10.664583333333324,10.370416666666674,10.609027777777783,9.2,16.4,16.4,16.4,16.4,69.30000000000003,0.0,1415.0,9450.0,19795.0,44071.0,57870.0,3.0,71.80000000000001,204.0,766.3000000000006,2351.5999999999967,3248.2000000000003
3563683,2014-12-15T00:31:36.997869Z,-42.587,3.3,4,True,5,221,95.0,87.47916666666667,63.65972222222222,69.1625,74.69166666666666,80.06111111111112,2.3,5.779166666666668,5.704166666666668,4.75125,2.8641666666666667,2.989583333333332,5.4,12.900000000000002,12.900000000000002,12.900000000000002,13.200000000000001,112.39999999999986,0.0,1269.0,9533.0,15325.0,31529.0,37272.0,2.6,115.79999999999998,225.99999999999994,825.8000000000003,2523.1999999999966,3576.3999999999937
3563661,2014-12-15T00:25:11.866393Z,30.118,2.4,2,True,1,224,93.0,88.625,87.24305555555556,73.31666666666666,62.110416666666666,64.14583333333333,10.1,12.131250000000001,9.575694444444444,10.729583333333336,10.689583333333335,11.14125,10.6,13.8,14.0,14.0,14.0,53.900000000000034,0.0,1830.0,9657.0,20199.0,45720.0,58594.0,,,,,,
3563665,2014-12-15T00:27:04.854374Z,30.3955,9.1,3,True,2,114,93.0,88.625,87.24305555555556,73.31666666666666,62.110416666666666,64.14583333333333,10.1,12.131250000000001,9.575694444444444,10.729583333333336,10.689583333333335,11.14125,10.6,13.8,14.0,14.0,14.0,53.900000000000034,0.0,1830.0,9657.0,20199.0,45720.0,58594.0,,,,,,
3563718,2014-12-15T00:51:39.743146Z,90.909,1.6,5,True,2,111,95.0,85.54166666666667,83.91666666666667,73.27083333333333,68.91458333333334,71.60555555555555,9.9,9.01041666666667,8.162499999999998,8.356666666666666,8.155000000000005,8.90986111111112,5.8,7.3,7.3,7.3,8.7,121.49999999999994,0.0,2523.0,9017.0,18112.0,37485.0,49116.0,2.6,69.1,271.3,500.09999999999997,1571.5,2570.0999999999985
3563672,2014-12-15T00:30:08.230470Z,-9.0835,0.0,2,True,2,111,94.0,88.35416666666667,88.40972222222223,73.77916666666667,61.952083333333334,65.65694444444445,11.8,9.739583333333334,8.140972222222222,9.475833333333332,9.729375,10.26416666666667,0.4,0.8,0.9,0.9,4.1000000000000005,156.69999999999985,,,,,,,,,,,,
2283292,2016-10-14T15:23:50.116896Z,-23.2175,1.1,5,True,3,111,88.0,94.41666666666667,88.04861111111111,73.57916666666667,74.91458333333334,76.32083333333334,16.5,16.36041666666667,15.101388888888883,15.414166666666663,16.254166666666663,17.20833333333335,4.1,22.000000000000007,99.19999999999996,99.19999999999996,109.0999999999999,109.3999999999999,2.0,4974.0,10134.0,17556.0,45145.0,85167.0,3.8,62.69999999999999,159.80000000000004,362.7999999999999,691.8999999999996,1015.8999999999997
2283151,2016-10-14T14:35:49.123084Z,-18.463,0.9,4,True,7,224,96.0,93.875,90.80555555555556,82.85416666666667,81.625,81.69166666666666,12.4,16.468749999999996,14.699305555555558,14.76375,15.787291666666665,16.686666666666664,23.4,69.3,124.79999999999998,125.39999999999998,134.19999999999996,138.49999999999997,35.0,5174.0,11620.0,20959.0,52543.0,93632.0,3.8,53.59999999999999,119.90000000000008,205.69999999999996,418.99999999999983,728.9
2283104,2016-10-14T14:22:18.316014Z,8.51,0.1,2,True,3,221,92.0,95.3125,83.71527777777777,73.55833333333334,72.93541666666667,74.03055555555555,14.1,15.627083333333337,14.550694444444437,14.790416666666662,15.960833333333344,16.90444444444445,6.2,46.70000000000001,97.89999999999998,97.89999999999998,105.59999999999998,109.69999999999997,44.0,4277.0,9186.0,19453.0,50452.0,90985.0,6.0,84.4,214.10000000000002,329.79999999999984,665.1999999999998,1117.2000000000005
2282947,2016-10-14T13:28:17.958582Z,78.7545,1.7,5,True,1,223,92.0,95.02083333333333,80.60416666666667,65.9125,68.81875,71.16944444444445,13.9,15.739583333333334,14.894444444444442,15.16166666666667,15.930833333333338,16.84472222222223,3.9,40.89999999999999,99.80000000000005,99.80000000000005,116.29999999999998,117.09999999999998,4.0,2275.0,7718.0,19867.0,52649.0,90495.0,3.7,66.0,182.59999999999997,568.7,1116.200000000002,1524.900000000001
2283063,2016-10-14T14:10:00.336376Z,-7.7515,0.2,2,True,1,222,83.0,93.83333333333333,90.4375,82.7,81.54583333333333,81.63333333333334,16.7,16.60833333333333,14.731944444444443,14.7925,15.813124999999994,16.704305555555553,4.5,46.0,101.39999999999998,101.99999999999997,110.79999999999997,115.09999999999997,81.0,5239.0,11766.0,21032.0,52896.0,94057.0,4.3,50.499999999999986,117.60000000000007,203.69999999999996,416.8999999999998,729.7000000000003
2283261,2016-10-14T15:15:14.016055Z,-15.1145,0.6,3,True,2,221,84.0,92.22916666666667,90.14583333333333,80.97916666666667,80.38541666666667,80.85,14.6,16.562499999999996,14.604166666666666,14.624583333333334,15.583333333333337,16.45555555555556,1.6,28.7,85.10000000000002,85.10000000000002,94.60000000000001,96.3,,,,,,,,,,,,
